story_id,selection_genre,audit_bucket,audit_features,token_key,sentence_index,token_index,global_token_index,text,lemma,machine_upos,context,gold_upos,notes
mass_quantities/the_adventure_of_the_red_circle__doyle,mystery,NOUN,"proper_name_candidate,contraction_or_possessive,hyphenated",mass_quantities/the_adventure_of_the_red_circle__doyle#g2496,132,12,2496,Club'--that,club'--that,NOUN,'Lady with a black boa at Prince's Skating Club'--that we may pass.,,
chesterton/blue_cross,mystery,OTHER,ordinary,chesterton/blue_cross#g5160,194,15,5160,4s,4s,NUM,"“Well, I’d have sworn on seven Bibles that I’d put 4s.",,
chesterton/blue_cross,mystery,OTHER,noun_verb_ambiguous,chesterton/blue_cross#g5987,227,37,5987,light,light,ADJ,The street they threaded was so narrow and shut in by shadows that when they came out unexpectedly into the void common and vast sky they were startled to find the evening still so light and clear.,,
chesterton/sins_of_prince_saradine,mystery,OTHER,archaic_candidate,chesterton/sins_of_prince_saradine#g415,13,11,415,arrest,arrest,VERB,That trick of yours of getting one detective to arrest the other was the most splendid scene in French history.”,,
mass_quantities/my_friend_the_murderer__doyle,mystery,OTHER,contraction_or_possessive,mass_quantities/my_friend_the_murderer__doyle#g428,19,50,428,'d,would,AUX,"You see me trudging about all day at my practise, when I'm not looking after the prisoners, and coming back every night as tired as a dog, and you talk about finding an excuse for doing more work."" ""You'd like it, doctor,"" said Warder McPhe",,
mass_quantities/my_friend_the_murderer__doyle,mystery,OTHER,contraction_or_possessive,mass_quantities/my_friend_the_murderer__doyle#g474,20,26,474,'d,would,AUX,"""That man's story's worth listening to if you could get him to tell it, though he's not what you'd call free in his speech.",,
mass_quantities/the_adventure_of_the_dying_detective__doyle,mystery,OTHER,"proper_name_candidate,contraction_or_possessive",mass_quantities/the_adventure_of_the_dying_detective__doyle#g6487,388,28,6487,I'm,i'm,PRON,"Did anything come by post?"" ""By post?"" ""A box by chance?"" ""I'm fainting--I'm gone!"" ""Listen, Holmes!""",,
mass_quantities/the_adventure_of_the_red_circle__doyle,mystery,OTHER,"contraction_or_possessive,hyphenated",mass_quantities/the_adventure_of_the_red_circle__doyle#g2512,133,11,2512,heart'--that,heart'--that,PRON,'Surely Jimmy will not break his mother's heart'--that appears to be irrelevant.,,
mass_quantities/the_adventure_of_the_red_circle__doyle,mystery,OTHER,hyphenated,mass_quantities/the_adventure_of_the_red_circle__doyle#g3018,174,21,3018,about--,about--,VERB,"But I'm at the end of my patience, and when it comes to knocking my old man about--"" ""Knocking Mr. Warren about?"" ""Using him roughly, anyway.""",,
chesterton/flying_stars,mystery,PROPN,"proper_name_candidate,noun_verb_ambiguous",chesterton/flying_stars#g5139,187,17,5139,house,house,PROPN,"“She has lately,” cried out old Fischer, “opened her father’s house to a cut-throat Socialist, who says openly he would steal anything from a richer man.",,
chesterton/hammer_of_god,mystery,PROPN,"proper_name_candidate,archaic_candidate",chesterton/hammer_of_god#g605,23,21,605,blacksmith,blacksmith,PROPN,"He seemed to live for nothing but his religion; but there were some who said (notably the blacksmith, who was a Presbyterian) that it was a love of Gothic architecture rather than of God, and that his haunting of the church like a ghost was",,
chesterton/hammer_of_god,mystery,PROPN,"proper_name_candidate,archaic_candidate",chesterton/hammer_of_god#g794,28,6,794,blacksmith,blacksmith,PROPN,"There only remained the blacksmith’s shop, and though the blacksmith was a Puritan and none of his people, Wilfred Bohun had heard some scandals about a beautiful and rather celebrated wife.",,
chesterton/sins_of_prince_saradine,mystery,PROPN,"proper_name_candidate,noun_verb_ambiguous",chesterton/sins_of_prince_saradine#g448,14,20,448,House,House,PROPN,"On the front of the card was engraved in the formal fashion, “Prince Saradine, Reed House, Reed Island, Norfolk.”",,
mass_quantities/back_home__davis,mystery,PROPN,"proper_name_candidate,hyphenated",mass_quantities/back_home__davis#g3915,151,17,3915,-and,-and,PROPN,Less than half an hour ago he got him a gun--a .45--and a box of cartridges.”,,
mass_quantities/the_adventure_of_the_dying_detective__doyle,mystery,PROPN,"proper_name_candidate,contraction_or_possessive",mass_quantities/the_adventure_of_the_dying_detective__doyle#g6176,370,16,6176,I've,I've,PROPN,"""Yes, yes."" ""The fellow who came for me--I've forgotten his name--said that you contracted it down in the East End among the sailors.",,
mass_quantities/the_adventure_of_the_red_circle__doyle,mystery,PROPN,"proper_name_candidate,contraction_or_possessive,hyphenated",mass_quantities/the_adventure_of_the_red_circle__doyle#g2528,134,10,2528,bus'--she,bus'--she,PROPN,'If the lady who fainted on Brixton bus'--she does not interest me.,,
mass_quantities/the_leak__futrelle,mystery,PROPN,"proper_name_candidate,hyphenated",mass_quantities/the_leak__futrelle#g959,44,34,959,and----,and----,PROPN,"""It isn't a crime--that is, a crime that can be reached by law,"" Grayson hurried on, ""but it has cost me millions, and----"" For one instant The Thinking Machine lowered his squint eyes to those of his visitor, then raised them again.",,
mass_quantities/a_philanthropist__bacon,romance,NOUN,noun_verb_ambiguous,mass_quantities/a_philanthropist__bacon#g139,7,31,139,house,house,NOUN,"He came twice to the League, and we were really quite hopeful about him, and the third time he asked to have the meeting at his house.",,
mass_quantities/a_philanthropist__bacon,romance,NOUN,"contraction_or_possessive,hyphenated",mass_quantities/a_philanthropist__bacon#g7137,253,29,7137,laughin'--you'd,laughin'--you'd,NOUN,"""An' he goes squintin' about here an' there, changin' this an' that, an' singin' away an' laughin'--you'd think he'd have a fit.",,
mass_quantities/a_reversion_to_type__bacon,romance,NOUN,contraction_or_possessive,mass_quantities/a_reversion_to_type__bacon#g2331,139,6,2331,doin',do,NOUN,"I know when I'm doin' well, an' that's as I am!"" ""'Tis strange that the men sh'd think different, now, but they do!""",,
mass_quantities/julia_the_apostate__bacon,romance,NOUN,"contraction_or_possessive,hyphenated",mass_quantities/julia_the_apostate__bacon#g835,35,20,835,"form--""don't","form--""don't",NOUN,"""For heaven's sake, Aunt Jule""--in moments of intense exasperation they reverted unconsciously to the old form--""don't speak of her as if she smoked for a living!"" ""I should rather not speak of her at all,"" said Miss Trueman severely.",,
mass_quantities/julia_the_apostate__bacon,romance,NOUN,ordinary,mass_quantities/julia_the_apostate__bacon#g5706,241,13,5706,1st,1st,NOUN,"Tired and cross after four hours' travel on an incredibly hot 1st of April, they walked sternly up the board walk that led to the old-style porch, to be greeted by their cousin, who sat in snowy shirtsleeves, tilted back in his chair agains",,
mass_quantities/le_monsieur_de_la_petite_dame__burnett,romance,NOUN,"contraction_or_possessive,hyphenated",mass_quantities/le_monsieur_de_la_petite_dame__burnett#g929,45,16,929,"dame,'_--and","dame,'_--and",NOUN,"bon mot: 'Un monsieur, Madame--le monsieur de la petite dame,'_--and, being repeated and tossed lightly from hand to hand, it has become at last an established witticism, albeit bandied under breath.",,
mass_quantities/one_day_at_arle__burnett,romance,NOUN,"proper_name_candidate,contraction_or_possessive",mass_quantities/one_day_at_arle__burnett#g1127,40,2,1127,Tha'st,tha'st,NOUN,"""Tha'st towd me a power o' lies,"" she said.",,
mass_quantities/the_courting_of_lady_jane__bacon,romance,NOUN,archaic_candidate,mass_quantities/the_courting_of_lady_jane__bacon#g221,11,7,221,bath,bath,NOUN,"""Please get off that bath-wrapper.",,
mass_quantities/a_philanthropist__bacon,romance,OTHER,contraction_or_possessive,mass_quantities/a_philanthropist__bacon#g1678,70,17,1678,'d,would,AUX,"An' he says that she didn't care a hang, but that she'd tell the next man that come along to move it back to where I got it from; he said 'twas a matter",,
mass_quantities/a_philanthropist__bacon,romance,OTHER,contraction_or_possessive,mass_quantities/a_philanthropist__bacon#g6495,228,3,6495,'d,would,AUX,"Now I'd be there Wednesdays to meet the mothers, and Mrs. Underwood Saturdays for the Band of Hope and the kitchen-garden.",,
mass_quantities/a_reversion_to_type__bacon,romance,OTHER,noun_verb_ambiguous,mass_quantities/a_reversion_to_type__bacon#g3050,159,2,3050,light,light,ADJ,"A light knock at the door recalled to her the utter lack of privacy that put her at the mercy of laundress, sophomore, and expressman.",,
mass_quantities/john_bull_on_the_guadalquivir_from_tales_from_all__trollope,romance,OTHER,ordinary,mass_quantities/john_bull_on_the_guadalquivir_from_tales_from_all__trollope#g1176,30,11,1176,1st,1st,ADJ,"“He’ll go out by the packet of the 1st April,” said my father, speaking of me as though I were a bale of goods.",,
mass_quantities/le_monsieur_de_la_petite_dame__burnett,romance,OTHER,"proper_name_candidate,contraction_or_possessive",mass_quantities/le_monsieur_de_la_petite_dame__burnett#g3240,144,1,3240,Don't,don't,NUM,"Don't--don't become that terrible thing, a fine lady, and worse still, a fine lady who is _desillusionee_"" It baffled him that she never appeared much moved, by his charges.",,
mass_quantities/mrs_dud_s_sister__bacon,romance,OTHER,"contraction_or_possessive,hyphenated",mass_quantities/mrs_dud_s_sister__bacon#g2284,103,23,2284,boys'--you,boys'--you,PRON,"""I was six years old then,"" she said; ""and you were one of the 'big boys'--you were fourteen."" ""That's a long while,"" he suggested laughingly.",,
mass_quantities/one_day_at_arle__burnett,romance,OTHER,"proper_name_candidate,hyphenated,archaic_candidate",mass_quantities/one_day_at_arle__burnett#g3114,106,1,3114,"Aye""--with","aye""--with",ADP,"Aye""--with the passionate hand-wringing again--""but that wunnot undo it.",,
mass_quantities/the_courting_of_lady_jane__bacon,romance,OTHER,"contraction_or_possessive,hyphenated",mass_quantities/the_courting_of_lady_jane__bacon#g721,42,14,721,didn't--,didn't--,VERB,"""But--but perhaps there were other reasons; perhaps she didn't--"" ""Oh, probably she didn't.",,
mass_quantities/a_philanthropist__bacon,romance,PROPN,"proper_name_candidate,contraction_or_possessive,archaic_candidate",mass_quantities/a_philanthropist__bacon#g7740,273,11,7740,C'est,C'est,PROPN,"""And you are really quite recovered? _C'est bien!_",,
mass_quantities/amy_foster__conrad,romance,PROPN,"proper_name_candidate,noun_verb_ambiguous",mass_quantities/amy_foster__conrad#g4997,161,4,4997,house,house,PROPN,His father’s house was getting over full.,,
mass_quantities/le_monsieur_de_la_petite_dame__burnett,romance,PROPN,"proper_name_candidate,hyphenated,archaic_candidate",mass_quantities/le_monsieur_de_la_petite_dame__burnett#g545,24,5,545,"class,""--with","class,""--with",PROPN,"You know the class,""--with a little wave of the hand,--""rich, unconventional, comfortable people, who live well and dress well, and have an incomprehensibly _naive_ way of going to impossible places and doing impossible things by way of enj",,
mass_quantities/le_monsieur_de_la_petite_dame__burnett,romance,PROPN,"proper_name_candidate,contraction_or_possessive",mass_quantities/le_monsieur_de_la_petite_dame__burnett#g2172,104,8,2172,Aylmer's,Aylmer's,PROPN,That _protegee_ of Mrs. Aylmer's--the little singing girl--would touch your heart with her voice.,,
mass_quantities/le_monsieur_de_la_petite_dame__burnett,romance,PROPN,"proper_name_candidate,hyphenated",mass_quantities/le_monsieur_de_la_petite_dame__burnett#g5811,285,11,5811,--began,--began,PROPN,"""If you tell Arthur that Bertha looks ill ""--began Jenny.",,
mass_quantities/one_day_at_arle__burnett,romance,PROPN,"proper_name_candidate,contraction_or_possessive",mass_quantities/one_day_at_arle__burnett#g2312,79,49,2312,'em,them,PROPN,"When yo' wur a little lass gatherin' sea-weed on th' sands I watched yo' when I wur afeared to speak--afeared lest yo'd gi' me a sharp answer, fur yo' wur ready enow wi' 'em, wench.",,
mass_quantities/one_day_at_arle__burnett,romance,PROPN,"proper_name_candidate,contraction_or_possessive,hyphenated",mass_quantities/one_day_at_arle__burnett#g5306,199,16,5306,"an'--an'""--and","an'--an'""--and",PROPN,"she said; ""it'll sweep around th' Bend afore long, an'--an'""--and she ended with a terror in her voice which told its own tale without other words.",,
mass_quantities/one_day_at_arle__burnett,romance,PROPN,"proper_name_candidate,contraction_or_possessive,hyphenated",mass_quantities/one_day_at_arle__burnett#g6534,242,4,6534,courtin'--tak,courtin'--tak,PROPN,Dunnot come here courtin'--tak' a better woman.,,
lovecraft/the_colour_out_of_space,science fiction,NOUN,noun_verb_ambiguous,lovecraft/the_colour_out_of_space#g380,15,40,380,house,house,NOUN,"Ammi, whose head has been a little queer for years, is the only one who still remains, or who ever talks of the strange days; and he dares to do this because his house is so near the open fields and the travelled roads around Arkham.",,
lovecraft/the_colour_out_of_space,science fiction,NOUN,"proper_name_candidate,contraction_or_possessive",lovecraft/the_colour_out_of_space#g9407,349,2,9407,Nothin',nothing,NOUN,"""Nothin' ... nothin' ...",,
lovecraft/the_colour_out_of_space,science fiction,NOUN,archaic_candidate,lovecraft/the_colour_out_of_space#g10233,382,27,10233,aftermath,aftermath,NOUN,"Specimens could be analysed, of course, so he busied himself in obtaining them—and here it develops that a very puzzling aftermath occurred at the college laboratory where the two phials of dust were finally taken.",,
mass_quantities/30deg_cattywonkus__bell,science fiction,NOUN,hyphenated,mass_quantities/30deg_cattywonkus__bell#g4904,306,5,4904,"abruptly--""quite","abruptly--""quite",NOUN,"and here he paused abruptly--""quite a problem has been posed.",,
mass_quantities/a_bad_day_for_vermin__laumer,science fiction,NOUN,hyphenated,mass_quantities/a_bad_day_for_vermin__laumer#g1031,39,11,1031,--human,--human,NOUN,""" Ten people shouted at once: ""--human as I am!"" ""--intelligent being!"" ""--tell me you can simply kill--"" ""--must be some kind of law--"" The sheriff raised his hands, his jowls drawn down in a scowl.",,
mass_quantities/a_bottle_of_old_wine__lewis,science fiction,NOUN,contraction_or_possessive,mass_quantities/a_bottle_of_old_wine__lewis#g2949,142,27,2949,'s,'s,NOUN,"Yes, she was wearing the same costume she had worn the night before, that of a can-can dancer of the 90's.",,
mass_quantities/a_jar_of_jelly_beans__gregory,science fiction,NOUN,ordinary,mass_quantities/a_jar_of_jelly_beans__gregory#g2611,137,10,2611,21st,21st,NOUN,"For, as the 20th Century turned into the 21st, the exploding population seemed to make success ever more urgent.",,
mass_quantities/a_jar_of_jelly_beans__gregory,science fiction,NOUN,contraction_or_possessive,mass_quantities/a_jar_of_jelly_beans__gregory#g6139,343,8,6139,d'ya,d'ya,NOUN,"Heavily he asked: ""What d'ya want from me?"" Justin chose his words carefully: ""When Austin admits the Space failure, there will be a great wave of despondency.",,
lovecraft/the_colour_out_of_space,science fiction,OTHER,contraction_or_possessive,lovecraft/the_colour_out_of_space#g7664,273,2,7664,'d,have,AUX,"He'd been going to pieces for days, and hardly knew what he was about.",,
lovecraft/the_colour_out_of_space,science fiction,OTHER,noun_verb_ambiguous,lovecraft/the_colour_out_of_space#g14221,513,27,14221,light,light,ADJ,"People say the colour of the neighboring herbage is not quite right in the spring, and that wild things leave queer prints in the light winter snow.",,
mass_quantities/1_000_a_plate__mckenty,science fiction,OTHER,contraction_or_possessive,mass_quantities/1_000_a_plate__mckenty#g616,26,42,616,'d,would,AUX,"""Then why don't we cut down the cost of ruined exposures,"" asked the technician, ""by moving the Observatory away from town?"" ""Because,"" Dr. Morton explained, ""we'd have to bring in crews to tear the place down, other crews to move it, still",,
mass_quantities/30deg_cattywonkus__bell,science fiction,OTHER,hyphenated,mass_quantities/30deg_cattywonkus__bell#g5724,346,2,5724,--and,--and,INTJ,"""--and, dear, he's the spitting image of you.""",,
mass_quantities/a_bottle_of_old_wine__lewis,science fiction,OTHER,"proper_name_candidate,contraction_or_possessive",mass_quantities/a_bottle_of_old_wine__lewis#g1909,91,2,1909,Havin',Havin',VERB,"""Havin' a time?"" He reached for the white arm to pull her to him, but she eluded his grasp and reeled away into the waiting arms of a tall toreador.",,
mass_quantities/a_gift_for_terra__holden,science fiction,OTHER,"proper_name_candidate,contraction_or_possessive,hyphenated",mass_quantities/a_gift_for_terra__holden#g7698,456,9,7698,They'--who,they'--who,PRON,"""Hold it, hold it! 'They'--who",,
mass_quantities/a_jar_of_jelly_beans__gregory,science fiction,OTHER,archaic_candidate,mass_quantities/a_jar_of_jelly_beans__gregory#g1724,90,28,1724,19th,19th,ADJ,"Roll me one, huh?"" Justin returned to the table and lifted the porcelain top of the room's only antique, a 19th Century apothecary's jar deceptively labeled ""Opium.""",,
mass_quantities/a_jar_of_jelly_beans__gregory,science fiction,OTHER,ordinary,mass_quantities/a_jar_of_jelly_beans__gregory#g4462,245,2,4462,42nd,42nd,ADJ,"At 42nd and Fifth, long lines queued patiently up worn stone steps to secure their meager daily rations in what had once been the great Public Library.",,
mass_quantities/8_million_dollars_from_mars__marks,science fiction,PROPN,"proper_name_candidate,archaic_candidate",mass_quantities/8_million_dollars_from_mars__marks#g1836,82,23,1836,booth,booth,PROPN,"Obviously, the baggage man had been looking for another passenger, and there had been no necessity to retreat into booth seven for concealment.",,
mass_quantities/8_million_dollars_from_mars__marks,science fiction,PROPN,"proper_name_candidate,archaic_candidate",mass_quantities/8_million_dollars_from_mars__marks#g3801,176,11,3801,booth,booth,PROPN,"""This being the last shot you received--in booth number seven--we will now move on to a description and explanation of the free-flight sensations you are now experience--"" _Booth number seven!",,
mass_quantities/a_bad_day_for_vermin__laumer,science fiction,PROPN,"proper_name_candidate,contraction_or_possessive",mass_quantities/a_bad_day_for_vermin__laumer#g388,15,9,388,bigger'n,bigger'n,PROPN,We'll put Willow Grove on the map bigger'n Cape Canaveral ever was.,,
mass_quantities/a_cold_night_for_crying__marlowe,science fiction,PROPN,"proper_name_candidate,contraction_or_possessive,hyphenated",mass_quantities/a_cold_night_for_crying__marlowe#g5233,336,2,5233,he's--,he's--,PROPN,"Maybe he's--"" ""He wouldn't lie, not about a thing like that.",,
mass_quantities/a_fall_of_glass__lee,science fiction,PROPN,"proper_name_candidate,noun_verb_ambiguous",mass_quantities/a_fall_of_glass__lee#g870,45,2,870,House,House,PROPN,"""House shakes,"" Lieutenant MacBride wrote in his notebook.",,
mass_quantities/a_gift_for_terra__holden,science fiction,PROPN,"proper_name_candidate,contraction_or_possessive",mass_quantities/a_gift_for_terra__holden#g2970,164,22,2970,d'etre,d'etre,PROPN,"Save for one--only one, and it becomes magnified in importance--it becomes an entire _raison d'etre_ in itself.",,
mass_quantities/a_gift_for_terra__holden,science fiction,PROPN,"proper_name_candidate,contraction_or_possessive,hyphenated",mass_quantities/a_gift_for_terra__holden#g8311,493,13,8311,gift'--then--,gift'--then--,PROPN,"If your friends return successfully to your planet with that 'gift'--then--"" The thought was not completed.",,
mass_quantities/a_great_day_for_the_irish__hopf,science fiction,PROPN,"proper_name_candidate,contraction_or_possessive",mass_quantities/a_great_day_for_the_irish__hopf#g4947,312,3,4947,couldn't,couldn't,PROPN,"""You couldn't--you wouldn't--aren't supposed to be here!"" ""And why not?"" he countered.",,
london/brown_wolf,western,NOUN,noun_verb_ambiguous,london/brown_wolf#g28,1,28,28,house,house,NOUN,"She had delayed, because of the dew-wet grass, in order to put on her overshoes, and when she emerged from the house found her waiting husband absorbed in the wonder of a bursting almond-bud.",,
london/brown_wolf,western,NOUN,noun_verb_ambiguous,london/brown_wolf#g3350,142,9,3350,house,house,NOUN,It’s the short cut to her house.,,
london/sun_dog_trail,western,NOUN,ordinary,london/sun_dog_trail#g8434,584,6,8434,1st,1st,NOUN,"“That morning is the 1st of March, and on that morning I see the first sign of that after which the baby wolves are in search.",,
mass_quantities/a_drift_from_redwood_camp__harte,western,NOUN,archaic_candidate,mass_quantities/a_drift_from_redwood_camp__harte#g598,13,17,598,15th,15th,NOUN,"Such was the reputation and such the antecedents of the man who, on the 15th of March, 1856, found himself adrift in a swollen tributary of the Minyo.",,
mass_quantities/a_drift_from_redwood_camp__harte,western,NOUN,"proper_name_candidate,hyphenated",mass_quantities/a_drift_from_redwood_camp__harte#g3828,125,2,3828,D----d,D----d,NOUN,"""D----d if he ain't a born king.",,
mass_quantities/a_drift_from_redwood_camp__harte,western,NOUN,archaic_candidate,mass_quantities/a_drift_from_redwood_camp__harte#g7903,274,27,7903,arrest,arrest,NOUN,"To prevent the enforced expiation of the crime by some innocent brother packer, he was obliged to give orders for the pursuit and arrest of the criminal, secretly hoping for his escape or the interposition of some circumstance to avert his ",,
mass_quantities/ajax_for_example__tuttle,western,NOUN,hyphenated,mass_quantities/ajax_for_example__tuttle#g9642,549,17,9642,a----,a----,NOUN,“You spoke of something about securing one by making a noise like a--a----” “Loofmad?” asks Magpie.,,
mass_quantities/easy_money__sinclair,western,NOUN,hyphenated,mass_quantities/easy_money__sinclair#g1290,67,13,1290,an’----,an’----,NOUN,"You’re young an’ careless an’ hot-headed an’----” “An’ you’re middle-aged an’ staggerin’ under a tremendous weight of responsibility an’ cranky as a bull with the seven-year itch,” Shaw retorted.",,
london/brown_wolf,western,OTHER,ordinary,london/brown_wolf#g39,1,39,39,a,a,DET,"She had delayed, because of the dew-wet grass, in order to put on her overshoes, and when she emerged from the house found her waiting husband absorbed in the wonder of a bursting almond-bud.",,
london/day_s_lodging,western,OTHER,noun_verb_ambiguous,london/day_s_lodging#g1311,61,5,1311,light,light,ADJ,Messner set up his light sheet-iron stove and started a fire.,,
mass_quantities/a_drift_from_redwood_camp__harte,western,OTHER,contraction_or_possessive,mass_quantities/a_drift_from_redwood_camp__harte#g6529,221,3,6529,'m,be,AUX,"""I'm Mrs. Dall, the Indian agent's wife.",,
mass_quantities/a_drift_from_redwood_camp__harte,western,OTHER,contraction_or_possessive,mass_quantities/a_drift_from_redwood_camp__harte#g9184,328,2,9184,'d,would,AUX,I'd like to know what become of him.,,
mass_quantities/a_prevaricated_parade__tuttle,western,OTHER,archaic_candidate,mass_quantities/a_prevaricated_parade__tuttle#g7002,357,5,7002,arrest,arrest,VERB,"Bill McFee refuses to arrest anybody except Scenery Sims, and his feelings seem some rasped over this same Columbus thing.",,
mass_quantities/ajax_for_example__tuttle,western,OTHER,hyphenated,mass_quantities/ajax_for_example__tuttle#g8756,499,23,8756,done--“some,done--“some,ADV,"“Would you believe it--” he pokes a fork at me like he was trying to see if I was done--“some careless person, evidently shooting at random, nearly struck me?",,
mass_quantities/easy_come_easy_go__sabin,western,OTHER,"proper_name_candidate,hyphenated",mass_quantities/easy_come_easy_go__sabin#g1431,84,1,1431,And--“If,and--“if,VERB,"And--“If you intend to be a cowboy,” the stout gent had said.",,
mass_quantities/especially_dance_hall_women__ellerbe_ellerbe,western,OTHER,hyphenated,mass_quantities/especially_dance_hall_women__ellerbe_ellerbe#g3981,193,14,3981,ago--“Daisy,ago--“daisy,NUM,"She knew only the songs that had been popular a good while ago--“Daisy”, “Two Little Girls in Blue”, “Sweet Rosie O’Grady” and one or two more of the same sort.",,
london/love_of_life,western,PROPN,"proper_name_candidate,archaic_candidate",london/love_of_life#g9389,472,18,9389,Death,Death,PROPN,"It was stark madness, perhaps, but in the very grip of Death he defied Death and refused to die.",,
mass_quantities/a_drift_from_redwood_camp__harte,western,PROPN,"proper_name_candidate,contraction_or_possessive",mass_quantities/a_drift_from_redwood_camp__harte#g9026,324,10,9026,Gov'rment,Gov'rment,PROPN,"***** ""So the Gov'rment hev at last woke up and wiped out them cussed Digger Minyos,"" said Snapshot Harry, as he laid down the newspaper, in the brand-new saloon of the brand-new town of Redwood.",,
mass_quantities/a_drift_from_redwood_camp__harte,western,PROPN,"proper_name_candidate,contraction_or_possessive",mass_quantities/a_drift_from_redwood_camp__harte#g9259,332,7,9259,ag'in,ag'in,PROPN,I see he's back here ag'in--and grubbin' along at a dollar a day on tailin's.,,
mass_quantities/a_drift_from_redwood_camp__harte,western,PROPN,"proper_name_candidate,contraction_or_possessive",mass_quantities/a_drift_from_redwood_camp__harte#g9296,335,4,9296,o'n'ry,o'n'ry,PROPN,"that shiftless, o'n'ry cuss!",,
mass_quantities/ajax_for_example__tuttle,western,PROPN,"proper_name_candidate,hyphenated",mass_quantities/ajax_for_example__tuttle#g10954,644,6,10954,and----,and----,PROPN,“He assaulted me and----” “Hipwiggler ----!”,,
mass_quantities/bearly_reasonable__tuttle,western,PROPN,"proper_name_candidate,archaic_candidate",mass_quantities/bearly_reasonable__tuttle#g4750,206,24,4750,Death,Death,PROPN,"Let’s put some cyanide in their coffee in th’ morning, and then you and me will go down in Death Valley and dig fer coconuts, Magpie.",,
mass_quantities/easy_come_easy_go__sabin,western,PROPN,"proper_name_candidate,hyphenated",mass_quantities/easy_come_easy_go__sabin#g1478,88,1,1478,And--“They,And--“They,PROPN,And--“They tell me this horse is perfectly gentle when he’s been handled properly!”,,
mass_quantities/easy_money__sinclair,western,PROPN,"proper_name_candidate,noun_verb_ambiguous",mass_quantities/easy_money__sinclair#g3375,188,42,3375,house,house,PROPN,"And it was the first thing in his mind when he opened his eyes to bright sunshine pouring into the valley, and “Rock” Holloway inquiring jovially why in blazes he didn’t use the bunk house instead of the open air for sleeping purposes.",,
